CourseTitle,Section,CrsPBADiv,N.Ret,CrsLvlNum,N.NOCRED,NComb,PCT.C_MINUS_OR_BELOW,PCT.WDRAW,PCT.DF,CrsPBADept,Workload.Raw,Hours,Instructors.title,RAP,N.ENROLL,PCT.GRADE,Subject_Label,CrsPBAColl,Level,Instructors.name,Workload.Hrs_Wk,NIntrFCQ,N.PASS,AvgInstructor,PCT.F,PCT.D,PCT.B,PCT.C,Instruction_Mode,PCT.A,N.GRADE,N.EOT,Instructors.group,PCT.INCOMP,Course,AvgCourse,N.INCOMP,YearTerm,Activity_Type,Honors,AVG_GRD,Subject
Quantitative Methods,001,,39,6XXX,0,1,0.02,0,0,BADM,3.17,2,SENIOR INSTRUCTOR,0,40,1,MBA Core,BU,Masters,"SEWARD, LORI ELIZABETH",7-9,1,0,4.5,0,0,0.52,0.13,P  - In Person,0.35,40,40,2 Other reg,0,6031,4.34,0,20137,LEC - Lecture,0,3.17,MBAC
Quantitative Methods,002,,34,6XXX,0,1,0.06,0,0,BADM,2.69,2,SENIOR INSTRUCTOR,0,35,1,MBA Core,BU,Masters,"SEWARD, LORI ELIZABETH",7-9,1,0,4.51,0,0,0.46,0.23,P  - In Person,0.31,35,35,2 Other reg,0,6031,4.51,0,20137,LEC - Lecture,0,3.09,MBAC
Corporate Finance,001,,38,6XXX,0,1,0.02,0,0.02,BADM,4.47,3,PROFESSOR,0,40,1,MBA Core,BU,Masters,"ZENDER, JAIME",10-12,1,0,4.73,0,0.02,0.52,0.13,P  - In Person,0.32,40,40,1 TTT,0,6060,4.6,0,20137,LEC - Lecture,0,3.2,MBAC
Corporate Finance,002,,35,6XXX,0,1,0.06,0,0.06,BADM,4.81,3,PROFESSOR,0,35,1,MBA Core,BU,Masters,"ZENDER, JAIME",13-15,1,0,4.49,0,0.06,0.6,0.06,P  - In Person,0.29,35,35,1 TTT,0,6060,4.37,0,20137,LEC - Lecture,0,3.16,MBAC
Marketing Management,001,,40,6XXX,0,1,0.02,0,0,BADM,4.30,3,PROFESSOR,0,40,1,MBA Core,BU,Masters,"CAMPBELL, MARGARET CATHERINE",10-12,1,0,4.2,0,0,0.63,0.1,P  - In Person,0.27,40,40,1 TTT,0,6090,4.2,0,20137,LEC - Lecture,0,3.18,MBAC
Marketing Management,002,,36,6XXX,0,1,0,0,0,BADM,3.56,3,PROFESSOR,0,36,1,MBA Core,BU,Masters,"CAMPBELL, MARGARET CATHERINE",10-12,1,0,4.55,0,0,0.56,0.03,P  - In Person,0.42,36,36,1 TTT,0,6090,4.39,0,20137,LEC - Lecture,0,3.32,MBAC
Business Writing,004,,70,6XXX,0,1,,,,BADM,1.23,1,SENIOR INSTRUCTOR,0,75,,MBA Core,BU,Masters,"WENGER, PAULA",0-3,1,75,3.34,,,,,P  - In Person,,,75,2 Other reg,,6098,2.6,0,20137,LEC - Lecture,0,,MBAC
Entrepreneurial Finance,001,,22,6XXX,0,1,0,0,0,BADM,3.67,3,ASSOC DEAN-FACULTY,0,23,1,MBA Advanced Electives,BU,Masters,"LEACH, CHRIS",10-12,1,0,4.68,0,0,0.39,0,P  - In Person,0.61,23,23,1 TTT,0,6110,4.59,0,20137,LEC - Lecture,0,3.54,MBAX
Entrepreneurial Finance,002,,21,6XXX,0,1,0,0.04,0,BADM,3.67,3,ASSOC DEAN-FACULTY,0,25,1,MBA Advanced Electives,BU,Masters,"LEACH, CHRIS",10-12,1,0,4.52,0,0,0.38,0,P  - In Person,0.63,24,24,1 TTT,0,6110,4.38,0,20137,LEC - Lecture,0,3.65,MBAX
Sustainable Venturing,001,,10,6XXX,0,1,0,0.09,0,BADM,2.43,3,ASST PROFESSOR,0,11,1,MBA Advanced Electives,BU,Masters,"YORK, JEFFREY GLENN",4-6,1,0,5.5,0,0,0.2,0,P  - In Person,0.8,10,10,1 TTT,0,6130,5.4,0,20137,LEC - Lecture,0,3.71,MBAX
Business Plan Preparation,002,,10,6XXX,0,1,0,0,0,BADM,3.10,3,LECTURER,0,12,1,MBA Advanced Electives,BU,Masters,"DERISO, GEORGE GREGORY",7-9,1,0,5.6,0,0,0,0,P  - In Person,1,12,12,3 Supp,0,6170,4.7,0,20137,LEC - Lecture,0,3.8,MBAX
Investment Management and Analysis,002,,11,6XXX,0,1,0,0,0,BADM,2.90,3,SENIOR INSTRUCTOR,0,13,1,MBA Advanced Electives,BU,Masters,"GROSS, DAVID MICHAEL",7-9,1,0,5.27,0,0,0.38,0,P  - In Person,0.62,13,13,2 Other reg,0,6220,5.18,0,20137,LEC - Lecture,0,3.64,MBAX
Digital Marketing,001,,25,6XXX,0,1,0,0,0,BADM,3.13,3,ASSOCIATE PROFESSOR,0,26,1,MBA Advanced Electives,BU,Masters,"KORNISH, LAURA JOYCE",7-9,1,0,5.44,0,0,0.58,0,P  - In Person,0.42,26,26,1 TTT,0,6350,5.08,0,20137,LEC - Lecture,0,3.39,MBAX
IT and Business Strategy,001,,14,6XXX,0,1,0,0,0,BADM,2.27,3,ASSOCIATE PROFESSOR,0,14,1,MBA Advanced Electives,BU,Masters,"MONTEALEGRE, JOSE RAMIRO",4-6,1,0,5.71,0,0,0.36,0,P  - In Person,0.64,14,14,1 TTT,0,6420,5.57,0,20137,LEC - Lecture,0,3.6,MBAX
Project Management,001,,17,6XXX,0,1,0,0,0,BADM,2.38,3,ASSOCIATE PROFESSOR,0,22,1,MBA Advanced Electives,BU,Masters,"LAWRENCE, STEPHEN R",4-6,1,0,5.06,0,0,0.14,0,P  - In Person,0.86,22,22,1 TTT,0,6440,4.71,0,20137,LEC - Lecture,0,3.75,MBAX
Management of Organizational Change,001,,14,6XXX,0,1,0.14,0,0.14,BADM,2.62,3,PROFESSOR,0,14,1,MBA Advanced Electives,BU,Masters,"BOSS, RUSSEL WAYNE",7-9,1,0,4.5,0.14,0,0.21,0,P  - In Person,0.64,14,14,1 TTT,0,6500,3.93,0,20137,LEC - Lecture,0,3.11,MBAX
Negotiating and Conflict Management,001,,34,6XXX,0,1,0,0,0,BADM,2.00,3,ASSOCIATE PROFESSOR,0,37,1,MBA Advanced Electives,BU,Masters,"HAYWARD, MATHEW L",4-6,1,0,4.15,0,0,0.3,0,P  - In Person,0.7,37,37,1 TTT,0,6530,4.18,0,20137,LEC - Lecture,0,3.67,MBAX
Real Estate Finance and Investment Analysis,001,,21,6XXX,0,1,0,0,0,BADM,3.05,3,PROFESSOR,0,29,1,MBA Advanced Electives,BU,Masters,"THIBODEAU, THOMAS G",7-9,1,0,5.19,0,0,0.45,0,P  - In Person,0.55,29,29,1 TTT,0,6610,5.09,0,20137,LEC - Lecture,0,3.48,MBAX
Real Estate Economics,001,,13,6XXX,0,1,0,0,0,BADM,2.64,3,PROFESSOR,0,20,1,MBA Advanced Electives,BU,Masters,"THIBODEAU, THOMAS G",7-9,1,0,5.92,0,0,0.1,0,P  - In Person,0.9,20,20,1 TTT,0,6630,5.38,0,20137,LEC - Lecture,0,3.66,MBAX
Real Estate Law and Practice,001,,15,6XXX,0,1,0,0,0,BADM,2.27,3,LECTURER,0,15,1,MBA Advanced Electives,BU,Masters,"AGNEW, DAVID B",4-6,1,0,3.57,0,0,0.67,0,P  - In Person,0.33,15,15,3 Supp,0,6640,3.47,0,20137,LEC - Lecture,0,3.43,MBAX
Pricing Strategy and Tactics,001,,19,6XXX,0,1,0,0,0,BADM,3.18,3,ASSOCIATE PROFESSOR,0,17,1,MBA Advanced Electives,BU,Masters,"SINHA, ATANU R",7-9,1,0,4.53,0,0,0.47,0,P  - In Person,0.53,17,17,1 TTT,0,6802,4.42,0,20137,LEC - Lecture,0,3.49,MBAX
Supply Chain and Operations Analytics,001,,18,6XXX,0,1,0,0.06,0,BADM,3.35,3,ASSOCIATE PROFESSOR,0,18,1,MBA Advanced Electives,BU,Masters,"LAWRENCE, STEPHEN R",7-9,1,0,4.78,0,0,0.47,0,P  - In Person,0.53,17,17,1 TTT,0,6843,4.72,0,20137,SEM - Seminar,0,3.46,MBAX
Critical Leadership Skills,001,,37,3XXX,0,1,0.03,0,0.03,BADM,2.56,3,PROFESSOR,0,38,0.97,Management,BU,Upper,"BOSS, RUSSEL WAYNE",7-9,1,0,5.97,0.03,0,0.62,0.08,P  - In Person,0.27,37,38,1 TTT,0.03,3030,5.84,1,20137,LEC - Lecture,0,3.08,MGMT
Critical Leadership Skills,003,,29,3XXX,0,1,0.03,0.03,0,BADM,2.57,3,LECTURER,0,38,1,Management,BU,Upper,"ADAMS, HEATHER L",7-9,1,0,5.45,0,0,0.49,0.03,P  - In Person,0.49,37,37,3 Supp,0,3030,5,0,20137,LEC - Lecture,0,3.36,MGMT
Critical Leadership Skills,004,,37,3XXX,0,1,0,0,0,BADM,1.78,3,TEACHING ASSISTANT,0,42,1,Management,BU,Upper,"DINGER, JENNIFER M",4-6,1,0,5.86,0,0,0,0,P  - In Person,1,42,42,4 TA Cred,0,3030,5.32,0,20137,LEC - Lecture,0,3.98,MGMT
Critical Leadership Skills,005,,38,3XXX,0,1,0,0,0,BADM,1.88,3,ASST PROFESSOR,0,41,1,Management,BU,Upper,"HEKMAN, DAVID R",4-6,1,0,5.87,0,0,0.05,0,P  - In Person,0.95,41,41,1 TTT,0,3030,5.5,0,20137,LEC - Lecture,0,3.97,MGMT
Critical Leadership Skills,006,,40,3XXX,0,1,0,0,0,BADM,1.59,3,TEACHING ASSISTANT,0,42,1,Management,BU,Upper,"DINGER, JENNIFER M",4-6,1,0,5.77,0,0,0.02,0.02,P  - In Person,0.95,42,42,4 TA Cred,0,3030,5.1,0,20137,LEC - Lecture,0,3.93,MGMT
Critical Leadership Skills,007,,13,3XXX,0,1,0,0,0,BADM,2.58,3,ASST PROFESSOR,0,16,1,Management,BU,Upper,"HEKMAN, DAVID R",7-9,1,0,6,0,0,0.06,0,P  - In Person,0.94,16,16,1 TTT,0,3030,5.92,0,20137,LEC - Lecture,0,3.96,MGMT
Management of Service Operations,001,,18,3XXX,0,1,0.11,0,0.05,BADM,3.00,3,ASST PROFESSOR,0,19,1,Management,BU,Upper,"ZHANG, DAN",7-9,1,0,5.61,0,0.05,0.26,0.05,P  - In Person,0.63,19,19,1 TTT,0,3100,5.28,0,20137,LEC - Lecture,0,3.35,MGMT
Management of Service Operations,002,,31,3XXX,0,1,0.03,0,0,BADM,2.39,3,ASST PROFESSOR,0,39,1,Management,BU,Upper,"ZHANG, DAN",4-6,1,0,5.84,0,0,0.44,0.05,P  - In Person,0.51,39,39,1 TTT,0,3100,5.29,0,20137,LEC - Lecture,0,3.45,MGMT
Management of Service Operations,003,,29,3XXX,0,1,0.03,0,0,BADM,2.39,3,ASST PROFESSOR,0,33,1,Management,BU,Upper,"ZHANG, DAN",4-6,1,0,5.24,0,0,0.42,0.21,P  - In Person,0.36,33,33,1 TTT,0,3100,4.69,0,20137,LEC - Lecture,0,3.21,MGMT
Business Analytics,001,,19,3XXX,0,1,0.07,0,0.07,BADM,3.58,3,ASSOCIATE PROFESSOR,0,27,1,Management,BU,Upper,"LARSEN, KAI RUNE",10-12,1,0,5.47,0.07,0,0.22,0.22,P  - In Person,0.48,27,27,1 TTT,0,3200,4.79,0,20137,LEC - Lecture,0,3.09,MGMT
Business Analytics,002,,25,3XXX,0,1,0.11,0.03,0.07,BADM,3.26,3,ASSOCIATE PROFESSOR,0,29,1,Management,BU,Upper,"LARSEN, KAI RUNE",7-9,1,0,5.36,0.04,0.04,0.29,0.25,P  - In Person,0.39,28,28,1 TTT,0,3200,4.96,0,20137,LEC - Lecture,0,2.96,MGMT
Business Application Programming,001,,19,3XXX,0,1,0.22,0.12,0.13,BADM,3.76,3,ASSOCIATE PROFESSOR,0,26,1,Management,BU,Upper,"LEE, JINTAE",10-12,1,0,5,0.13,0,0.39,0.13,P  - In Person,0.35,23,23,1 TTT,0,3210,4.53,0,20137,LEC - Lecture,0,2.81,MGMT
Redefining the Employee-Employer Relationship,001,,10,4XXX,0,1,0,0,0,BADM,2.60,3,SENIOR INSTRUCTOR,0,13,1,Management,BU,Upper,"JENNINGS, TRACY M",7-9,1,0,5.8,0,0,0.31,0.31,P  - In Person,0.38,13,13,2 Other reg,0,4010,5.3,0,20137,LEC - Lecture,0,3.05,MGMT
Redefining the Employee-Employer Relationship,002,,22,4XXX,0,1,0,0,0,BADM,2.53,3,SENIOR INSTRUCTOR,0,34,1,Management,BU,Upper,"JENNINGS, TRACY M",7-9,1,0,5.76,0,0,0.53,0.26,P  - In Person,0.21,34,34,2 Other reg,0,4010,5,0,20137,LEC - Lecture,0,3,MGMT
Hiring and Retaining Critical Human Resources,001,,21,4XXX,0,1,0,0,0,BADM,2.05,3,LECTURER,0,24,1,Management,BU,Upper,"BENNETT, DOUGLAS P",4-6,1,0,5.81,0,0,0.08,0,P  - In Person,0.92,24,24,3 Supp,0,4020,5.43,0,20137,LEC - Lecture,0,3.83,MGMT
Hiring and Retaining Critical Human Resources,002,,11,4XXX,0,1,0,0,0,BADM,2.56,3,LECTURER,0,12,1,Management,BU,Upper,"BENNETT, DOUGLAS P",7-9,1,0,6,0,0,0.25,0,P  - In Person,0.75,12,12,3 Supp,0,4020,5.54,0,20137,LEC - Lecture,0,3.75,MGMT
Managing Employee Reward Systems,001,,24,4XXX,0,1,0,0,0,BADM,1.90,3,PROFESSOR,0,29,1,Management,BU,Upper,"BALKIN, DAVID B",4-6,1,0,4.21,0,0,0.79,0,P  - In Person,0.21,29,29,1 TTT,0,4030,4.25,0,20137,LEC - Lecture,0,3.18,MGMT
"Individual, Team, and Organizational Development",001,,24,4XXX,0,1,0.06,0.03,0,BADM,3.05,3,SENIOR INSTRUCTOR,0,32,1,Management,BU,Upper,"JENNINGS, TRACY M",7-9,1,0,5.75,0,0,0.55,0.23,P  - In Person,0.23,31,31,2 Other reg,0,4040,4.96,0,20137,LEC - Lecture,0,2.89,MGMT
Supply Chain Management,001,,23,4XXX,0,1,0.15,0.04,0.15,BADM,3.45,3,INSTRUCTOR,0,27,1,Management,BU,Upper,"MACALUSO, GREGG RICHARD",7-9,1,0,5.13,0.04,0.12,0.38,0.12,P  - In Person,0.35,26,26,2 Other reg,0,4110,4.7,0,20137,LEC - Lecture,0,2.92,MGMT
Supply Chain Management,002,,26,4XXX,0,1,0.11,0.07,0,BADM,2.81,3,INSTRUCTOR,0,29,1,Management,BU,Upper,"MACALUSO, GREGG RICHARD",7-9,1,0,5.08,0,0,0.56,0.26,P  - In Person,0.19,27,27,2 Other reg,0,4110,4.96,0,20137,LEC - Lecture,0,2.88,MGMT
Managing Business Processes,001,,28,4XXX,0,1,0,0.06,0,BADM,2.35,3,SENIOR INSTRUCTOR,0,32,1,Management,BU,Upper,"SEWARD, LORI ELIZABETH",4-6,1,0,5.25,0,0,0.73,0.1,P  - In Person,0.17,30,30,2 Other reg,0,4120,4.71,0,20137,LEC - Lecture,0,3.01,MGMT
Sustainable Operations,001,,36,4XXX,0,2,0.03,0,0,BADM,2.09,3,INSTRUCTOR,0,39,1,Management,BU,Upper,"STOCKTON, KEITH MICHAEL",4-6,1,0,5.44,0,0,0.62,0.08,P  - In Person,0.31,39,39,2 Other reg,0,4130,5.39,0,20137,LEC - Lecture,0,3.22,MGMT
Project Management,001,,36,4XXX,0,1,0.02,0,0,BADM,2.62,3,INSTRUCTOR,0,44,1,Management,BU,Upper,"ZIKMUND, NOAH TODD",7-9,1,0,3.94,0,0,0.68,0.02,P  - In Person,0.3,44,44,2 Other reg,0,4140,4.14,0,20137,LEC - Lecture,0,3.25,MGMT
International Operations Management,001,,25,4XXX,0,1,0,0,0,BADM,1.72,3,LECTURER,0,25,1,Management,BU,Upper,"D'ESPOSITO, PASQUALE G",4-6,1,0,5.64,0,0,0.52,0.04,P  - In Person,0.44,25,25,3 Supp,0,4150,5.2,0,20137,LEC - Lecture,0,3.32,MGMT
Systems Thinking,001,,31,4XXX,0,1,0.05,0.03,0.05,BADM,2.24,3,LECTURER,0,39,1,Management,BU,Upper,"ADAMS, HEATHER L",4-6,1,0,5.32,0.05,0,0.55,0,P  - In Person,0.39,38,38,3 Supp,0,4210,5,0,20137,LEC - Lecture,0,3.26,MGMT
Business Technologies,001,,41,4XXX,0,1,0,0,0,BADM,2.63,3,INSTRUCTOR,0,46,1,Management,BU,Upper,"IYENGAR, KISHEN P",7-9,1,0,4.98,0,0,0.59,0.13,P  - In Person,0.28,46,46,2 Other reg,0,4220,4.46,0,20137,LEC - Lecture,0,3.17,MGMT
Topics in Business,001,,10,4XXX,0,1,0,0,0,BADM,2.70,3,ASSOCIATE PROFESSOR,0,12,1,Management,BU,Upper,"HAYWARD, MATHEW L",7-9,1,0,5.4,0,0,0.33,0,P  - In Person,0.67,12,12,1 TTT,0,4820,5.4,0,20137,LEC - Lecture,0,3.69,MGMT
Senior Seminar in Management,001,,18,4XXX,0,1,0,0,0,BADM,2.23,3,ASSOCIATE PROFESSOR,0,19,0.95,Management,BU,Upper,"MONTEALEGRE, JOSE RAMIRO",4-6,1,0,5.78,0,0,0.56,0.11,P  - In Person,0.33,18,19,1 TTT,0.05,4850,5.39,1,20137,SEM - Seminar,0,3.21,MGMT
Senior Seminar in Management,002,,16,4XXX,0,1,0,0,0,BADM,2.31,3,TEACHING ASSISTANT,0,23,1,Management,BU,Upper,"ZHANG, YUCHEN",4-6,1,0,4.75,0,0,0.61,0,P  - In Person,0.39,23,23,4 TA Cred,0,4850,4.31,0,20137,SEM - Seminar,0,3.4,MGMT
Senior Seminar in Management,003,,17,4XXX,0,1,0,0,0,BADM,2.67,3,ASST PROFESSOR,0,21,1,Management,BU,Upper,"HEKMAN, DAVID R",7-9,1,0,6,0,0,0.05,0,P  - In Person,0.95,21,21,1 TTT,0,4850,6,0,20137,SEM - Seminar,0,3.97,MGMT
Buyer Behavior,001,,34,3XXX,0,1,0.02,0,0,BADM,2.03,3,TEACHING ASSISTANT,0,44,1,Marketing,BU,Upper,"SCHIRO, JULIE L",4-6,1,0,5.73,0,0,0.5,0.18,P  - In Person,0.32,44,44,4 TA Cred,0,3250,5.47,0,20137,LEC - Lecture,0,3.13,MKTG
Buyer Behavior,002,,34,3XXX,0,1,0,0.02,0,BADM,2.18,3,TEACHING ASSISTANT,0,42,1,Marketing,BU,Upper,"KAN, CHRISTINA SAU CHING",4-6,1,0,5,0,0,0.49,0.24,P  - In Person,0.27,41,41,4 TA Cred,0,3250,4.62,0,20137,LEC - Lecture,0,3,MKTG
Buyer Behavior,003,,26,3XXX,0,1,0,0,0,BADM,2.27,3,TEACHING ASSISTANT,0,29,1,Marketing,BU,Upper,"CARTER, ERIN LOUISE PERCIVAL",4-6,1,0,5.5,0,0,0.55,0.17,P  - In Person,0.28,29,29,4 TA Cred,0,3250,5.5,0,20137,LEC - Lecture,0,3.09,MKTG
Buyer Behavior,004,,36,3XXX,0,1,0,0.04,0,BADM,2.19,3,ASSOCIATE PROFESSOR,0,45,1,Marketing,BU,Upper,"MCGRAW, ALBERT PETER",4-6,1,0,5.47,0,0,0.77,0.12,P  - In Person,0.12,43,43,1 TTT,0,3250,5.22,0,20137,LEC - Lecture,0,2.97,MKTG
Buyer Behavior,005,,41,3XXX,0,1,0,0,0,BADM,2.36,3,ASSOCIATE PROFESSOR,0,43,1,Marketing,BU,Upper,"MCGRAW, ALBERT PETER",4-6,1,0,4.85,0,0,0.77,0.05,P  - In Person,0.19,43,43,1 TTT,0,3250,4.68,0,20137,LEC - Lecture,0,3.12,MKTG
Marketing Research and Analytics,001,,39,3XXX,0,1,0,0,0,BADM,2.33,3,TEACHING ASSISTANT,0,50,1,Marketing,BU,Upper,"SCHNEIDER, ABIGAIL B",4-6,1,0,5.05,0,0,0.38,0.04,P  - In Person,0.58,50,50,4 TA Cred,0,3350,4.49,0,20137,LEC - Lecture,0,3.51,MKTG
Marketing Research and Analytics,002,,35,3XXX,0,1,0.07,0.02,0,BADM,2.23,3,LECTURER,0,44,1,Marketing,BU,Upper,"PLATIKANOVA-GROSS, KREMENA STOEVA",4-6,1,0,2.89,0,0,0.53,0.19,P  - In Person,0.28,43,43,3 Supp,0,3350,2.83,0,20137,LEC - Lecture,0,3.03,MKTG
Marketing Research and Analytics,003,,32,3XXX,0,1,0.02,0,0,BADM,2.10,3,LECTURER,0,47,1,Marketing,BU,Upper,"PLATIKANOVA-GROSS, KREMENA STOEVA",4-6,1,0,2.63,0,0,0.49,0.28,P  - In Person,0.23,47,47,3 Supp,0,3350,2.75,0,20137,LEC - Lecture,0,3.01,MKTG
Product Strategy,001,,38,4XXX,0,1,0.02,0,0,BADM,2.82,3,LECTURER,0,48,1,Marketing,BU,Upper,"EDWARDS, EMILY JANE",7-9,1,0,5.29,0,0,0.54,0.19,P  - In Person,0.27,48,48,3 Supp,0,4250,5.03,0,20137,LEC - Lecture,0,3.05,MKTG
Product Strategy,002,,37,4XXX,0,1,0.02,0,0.02,BADM,2.48,3,LECTURER,0,45,1,Marketing,BU,Upper,"EDWARDS, EMILY JANE",4-6,1,0,5.13,0,0.02,0.8,0.02,P  - In Person,0.16,45,45,3 Supp,0,4250,5.05,0,20137,LEC - Lecture,0,3.14,MKTG
Pricing and Channels of Distribution,001,,37,4XXX,0,1,0.14,0,0.1,BADM,2.03,3,ASSOCIATE PROFESSOR,0,42,1,Marketing,BU,Upper,"HE, CHUAN",4-6,1,0,4.05,0,0.1,0.38,0.48,P  - In Person,0.05,42,42,1 TTT,0,4300,3.76,0,20137,LEC - Lecture,0,2.45,MKTG
Pricing and Channels of Distribution,002,,40,4XXX,0,1,0.02,0,0,BADM,2.11,3,ASSOCIATE PROFESSOR,0,43,1,Marketing,BU,Upper,"HE, CHUAN",4-6,1,0,4.56,0,0,0.42,0.47,P  - In Person,0.12,43,43,1 TTT,0,4300,3.95,0,20137,LEC - Lecture,0,2.7,MKTG
Pricing and Channels of Distribution,003,,20,4XXX,0,1,0,0,0,BADM,2.35,3,LECTURER,0,27,1,Marketing,BU,Upper,"PLATIKANOVA-GROSS, KREMENA STOEVA",4-6,1,0,3.85,0,0,0.59,0.07,P  - In Person,0.33,27,27,3 Supp,0,4300,4.25,0,20137,LEC - Lecture,0,3.25,MKTG
Advertising and Promotion Management,001,,24,4XXX,0,1,0.04,0,0,BADM,3.00,3,ASST PROFESSOR,0,27,1,Marketing,BU,Upper,"WILLIAMS, LAWRENCE EDWIN",7-9,1,0,4.88,0,0,0.81,0.15,P  - In Person,0.04,27,27,1 TTT,0,4550,4.79,0,20137,LEC - Lecture,0,2.9,MKTG
Advertising and Promotion Management,002,,38,4XXX,0,1,0.02,0,0,BADM,2.67,3,ASST PROFESSOR,0,40,1,Marketing,BU,Upper,"WILLIAMS, LAWRENCE EDWIN",7-9,1,0,4.79,0,0,0.63,0.3,P  - In Person,0.07,40,40,1 TTT,0,4550,4.37,0,20137,LEC - Lecture,0,2.77,MKTG
Advertising and Promotion Management,003,,25,4XXX,0,1,0.04,0.03,0.04,BADM,2.50,3,ASST PROFESSOR,0,29,1,Marketing,BU,Upper,"WILLIAMS, LAWRENCE EDWIN",7-9,1,0,3.83,0,0.04,0.75,0.21,P  - In Person,0,28,28,1 TTT,0,4550,3.84,0,20137,LEC - Lecture,0,2.75,MKTG
Senior Seminar in Marketing,001,,41,4XXX,0,1,0.04,0,0.02,BADM,2.00,3,ASSOCIATE PROFESSOR,0,45,1,Marketing,BU,Upper,"DUNCAN, CALVIN P",4-6,1,0,4.02,0,0.02,0.62,0.18,P  - In Person,0.18,45,45,1 TTT,0,4850,3.78,0,20137,SEM - Seminar,0,2.98,MKTG
Principles of Real Estate,001,,35,3XXX,0,1,0.02,0.02,0,BADM,2.38,3,INSTRUCTOR,0,50,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.8,0,0,0.57,0.33,P  - In Person,0.1,49,49,2 Other reg,0,3000,5.59,0,20137,LEC - Lecture,0,2.78,REAL
Principles of Real Estate,002,,41,3XXX,0,1,0.02,0,0,BADM,2.24,3,INSTRUCTOR,0,50,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.78,0,0,0.38,0.18,P  - In Person,0.44,50,50,2 Other reg,0,3000,5.63,0,20137,LEC - Lecture,0,3.23,REAL
Principles of Real Estate,003,,14,3XXX,0,1,0.05,0.05,0,BADM,2.31,3,ASSOCIATE PROFESSOR,0,42,1,Real Estate,BU,Upper,"PENG, LIANG",4-6,1,0,5.29,0,0,0.45,0.27,P  - In Person,0.27,40,40,1 TTT,0,3000,5,0,20137,LEC - Lecture,0,3,REAL
Real Estate Law,001,,22,4XXX,0,1,0,0,0,BADM,2.45,3,INSTRUCTOR,0,40,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.95,0,0,0.5,0.15,P  - In Person,0.35,40,40,2 Other reg,0,4000,5.77,0,20137,LEC - Lecture,0,3.21,REAL
Real Estate Finance and Investment Analysis,001,,29,4XXX,0,1,0.06,0.02,0,BADM,2.21,3,ASSOCIATE PROFESSOR,0,53,1,Real Estate,BU,Upper,"PENG, LIANG",4-6,1,0,5.45,0,0,0.44,0.13,P  - In Person,0.42,52,52,1 TTT,0,4100,5,0,20137,LEC - Lecture,0,3.25,REAL
Real Estate Finance and Investment Analysis,002,,2,4XXX,0,1,0,0,0,BADM,2.00,3,ASSOCIATE PROFESSOR,0,10,1,Real Estate,BU,Upper,"PENG, LIANG",4-6,1,0,4.5,0,0,0.4,0.2,P  - In Person,0.4,10,10,1 TTT,0,4100,4,0,20137,LEC - Lecture,0,3.2,REAL
Topics:  Real Estate Development,001,,35,4XXX,0,1,0,0,0,BADM,2.31,3,INSTRUCTOR,0,39,1,Real Estate,BU,Upper,"SEARS, CURTIS R",4-6,1,0,5.49,0,0,0.54,0.13,P  - In Person,0.33,39,39,2 Other reg,0,4820,5.2,0,20137,LEC - Lecture,0,3.19,REAL
Step 1: Inquiry Approaches to Teaching,001,,14,2XXX,0,1,0,0,0,EDUC,2.26,1,INSTRUCTOR,0,20,0.95,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,5.7,0,0,0,0,P  - In Person,1,19,20,2 Other reg,0.05,2020,5.11,1,20137,SEM - Seminar,0,3.95,EDUC
Step 1: Inquiry Approaches to Teaching,002,,11,2XXX,0,1,0,0,0,EDUC,1.58,1,INSTRUCTOR,0,18,1,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,5.38,0,0,0,0,P  - In Person,1,18,18,2 Other reg,0,2020,5.09,0,20137,SEM - Seminar,0,3.98,EDUC
Step 1: Inquiry Approaches to Teaching,003,,10,2XXX,0,1,0,0.08,0,EDUC,2.01,1,INSTRUCTOR,0,12,1,Education,EB,Lower,"BUNNING, KIMBERLY A",4-6,2,0,5.74,0,0,0,0,P  - In Person,1,11,11,2 Other reg,0,2020,5.25,0,20137,SEM - Seminar,0,4,EDUC
Step 2: Inquiry-Based Lesson Design,001,,6,2XXX,0,1,0,0.08,0,EDUC,3.02,1,INSTRUCTOR,0,13,1,Education,EB,Lower,"BUNNING, KIMBERLY A",7-9,2,0,5.5,0,0,0.08,0.17,P  - In Person,0.75,12,12,2 Other reg,0,2030,4.92,0,20137,SEM - Seminar,0,3.61,EDUC
Step into Humanities Teaching,001,,14,2XXX,0,1,0,0,0,EDUC,1.50,1,ASSOCIATE PROFESSOR,0,14,1,Education,EB,Lower,"DUTRO, ELIZABETH",4-6,1,0,6,0,0,0,0,P  - In Person,1,14,14,1 TTT,0,2050,5.64,0,20137,SEM - Seminar,0,3.98,EDUC
Education in Film,001,,25,2XXX,0,1,0,0.07,0,EDUC,2.33,3,LECTURER,0,29,1,Education,EB,Lower,"KANTOR, JULIA C",4-6,1,0,5.84,0,0,0.37,0.04,P  - In Person,0.59,27,27,3 Supp,0,2150,5.28,0,20137,SEM - Seminar,0,3.5,EDUC
